date,daily_generation_mwh,peak_demand_mwh,grid_frequency_hz,system_voltage_kv,is_outlier,year,month,month_name,quarter,day_of_week,generation_demand_gap,capacity_utilization,frequency_out_of_range,voltage_out_of_range
2023-01-16,4006.3823406144734,6315.253898336019,49.94733081635024,333.1910966378649,False,2023,1,January,1,Monday,2308.8715577215457,63.43976671579426,False,False
2023-01-17,4216.49328673295,6360.0683595555,50.20059644142737,341.7431060242286,False,2023,1,January,1,Tuesday,2143.5750728225503,66.29635167989983,False,False
2023-01-18,4405.16168875772,6690.094028775876,50.02942026186168,323.53311645637353,False,2023,1,January,1,Wednesday,2284.9323400181556,65.84603549382037,False,False
2023-01-19,4034.925977726381,6288.461474782919,50.3887615345589,336.12079270255134,False,2023,1,January,1,Thursday,2253.535497056538,64.16396115181207,True,False
2023-01-20,3857.270012509268,5331.601453117165,49.78435028371738,338.26196358410493,False,2023,1,January,1,Friday,1474.331440607897,72.34730589725687,False,False
2023-01-21,4466.152997182752,6887.349537210559,50.22350159386318,336.6716071174739,False,2023,1,January,1,Saturday,2421.196540027807,64.84574324351172,False,False
2023-01-22,4249.440727240536,5773.171956356992,49.94159081116499,317.61519475796786,False,2023,1,January,1,Sunday,1523.7312291164562,73.60668899808822,False,False
2023-01-23,4429.642931654443,6217.4582724803695,49.98074354686745,332.24045223406785,False,2023,1,January,1,Monday,1787.8153408259268,71.24523780498647,False,False
2023-01-24,4164.385831731637,5832.985007473834,50.02752574533452,335.4621044408199,False,2023,1,January,1,Tuesday,1668.599175742197,71.39373453550434,False,False
2023-01-25,4263.501727792884,6794.135753680682,50.075672118928,330.1076770036192,False,2023,1,January,1,Wednesday,2530.634025887798,62.752672044905154,False,False
2023-01-26,4268.561407721049,6645.984351307444,49.96513128706341,298.7028351244337,False,2023,1,January,1,Thursday,2377.4229435863945,64.22767767849632,False,True
2023-01-27,3939.148200110929,5949.496259620799,50.06441395495116,332.4073443596022,False,2023,1,January,1,Friday,2010.34805950987,66.2097768990277,False,False
2023-01-28,4277.539163273107,6493.805043774744,50.473435417268654,363.1879655909586,False,2023,1,January,1,Saturday,2216.265880501637,65.87107457705017,True,True
2023-01-29,4203.59487753367,6173.491236599277,50.295634905684565,324.59941096864526,False,2023,1,January,1,Sunday,1969.8963590656067,68.09104794079627,True,False
2023-01-30,4386.665713487382,6949.036474624248,50.26074637774907,319.0788435321702,False,2023,1,January,1,Monday,2562.3707611368654,63.12624389735385,True,False
2023-01-31,3818.96673363662,5533.215454287726,49.86333814219284,335.60022839567097,False,2023,1,January,1,Tuesday,1714.248720651106,69.01894143083254,False,False
2023-02-01,4771.153179555189,6747.151617818588,49.7332277515315,334.6856731569986,False,2023,2,February,1,Wednesday,1975.9984382633993,70.71359070922647,True,False
2023-02-02,4271.708429819102,5762.152785703555,50.28659016747133,347.8910274812462,False,2023,2,February,1,Thursday,1490.4443558844532,74.13389732423641,True,True
2023-02-03,3985.537987062215,6121.235130999722,50.262814037758936,311.1319776613667,False,2023,2,February,1,Friday,2135.697143937507,65.11002929585709,True,True
2023-02-04,4394.334717014418,6680.852872644849,50.441801202725294,340.97070378862486,False,2023,2,February,1,Saturday,2286.5181556304315,65.77505598135956,True,False
2023-02-05,3590.6822266409235,5081.915936297751,49.818805812209234,338.856330918772,False,2023,2,February,1,Sunday,1491.2337096568272,70.6560728601266,False,False
2023-02-06,4513.561496010035,5901.743551772871,49.9311354033919,327.8678019458918,False,2023,2,February,1,Monday,1388.1820557628362,76.47844160653457,False,False
2023-02-07,4112.4491955368085,6381.284119827291,49.50815475124237,335.0803097688254,False,2023,2,February,1,Tuesday,2268.8349242904824,64.44548022488163,True,False
2023-02-08,4161.166494314267,5423.770081663065,49.88225866818174,345.44186222397536,False,2023,2,February,1,Wednesday,1262.603587348798,76.72092348424822,False,True
2023-02-09,4339.533847824753,6557.512705894305,50.29897115317383,343.08473070042675,False,2023,2,February,1,Thursday,2217.978858069552,66.1765221426732,True,False
2023-02-10,4370.166011219683,6953.271207506307,49.86005138623154,312.8547103188941,False,2023,2,February,1,Friday,2583.105196286624,62.850504184302935,False,True
2023-02-11,4289.122048753627,6139.013519113892,50.19214393856025,342.30237280133224,False,2023,2,February,1,Saturday,1849.891470360265,69.86663305756527,False,False
2023-02-12,4352.347030364898,5964.856879909027,49.94284906820066,329.02967092451223,False,2023,2,February,1,Sunday,1612.5098495441289,72.96649555875476,False,False
2023-02-13,4435.825425066613,6704.5784769094425,50.09721710846647,331.0931114702327,False,2023,2,February,1,Monday,2268.7530518428293,66.16113809904066,False,False
2023-02-14,4232.541029879792,6539.861855168852,49.6556925830553,331.09795486502543,False,2023,2,February,1,Tuesday,2307.32082528906,64.7191198164921,True,False
2023-02-15,3656.3338809165257,5352.613548662092,50.025562834890174,327.7463551680261,False,2023,2,February,1,Wednesday,1696.2796677455667,68.30931931991319,False,False
2023-02-16,4231.081192172887,6727.886979415957,49.10265920872978,347.87561245660595,False,2023,2,February,1,Thursday,2496.80578724307,62.88870792743585,True,True
2023-02-17,3205.303499266566,4216.5787293464045,49.94393115255141,328.74423060226184,False,2023,2,February,1,Friday,1011.2752300798384,76.01668805466387,False,False
2023-02-18,4345.77267256967,6307.6225492441545,49.51085802688546,313.2068080742525,False,2023,2,February,1,Saturday,1961.8498766744842,68.89715798055207,True,True
2023-02-19,4044.634280167926,6129.789603437129,50.36179835496405,324.09705216045404,False,2023,2,February,1,Sunday,2085.1553232692027,65.98324806939534,True,False
2023-02-20,4582.18599851876,7142.675524671006,50.23322220582936,332.68042075215715,False,2023,2,February,1,Monday,2560.489526152246,64.15223514902445,False,False
2023-02-21,3482.974016826835,4715.169013468454,50.14000129458982,348.43822176445576,False,2023,2,February,1,Tuesday,1232.1949966416191,73.867426742881,False,True
2023-02-22,4335.293765442742,6676.356927122338,50.45630186814781,339.0464202742325,False,2023,2,February,1,Wednesday,2341.0631616795954,64.93502089187064,True,False
2023-02-23,4465.495298037162,6545.577141792221,49.71532504375255,317.2419708187944,False,2023,2,February,1,Thursday,2080.081843755059,68.22156704144321,True,False
2023-02-24,4470.78000302843,6343.885285407366,50.52420895937467,367.27784875018335,False,2023,2,February,1,Friday,1873.105282378936,70.47384689178445,True,True
2023-02-25,4482.306032853874,6004.1139628753135,50.27965746927811,333.9716296646697,False,2023,2,February,1,Saturday,1521.8079300214395,74.65391330958914,True,False
2023-02-26,4247.914529839348,6624.999616854413,49.92903341383432,349.1308610699852,False,2023,2,February,1,Sunday,2377.0850870150653,64.11946830958884,False,True
2023-02-27,4473.550558397375,6026.686620398581,50.340686044154886,327.7242834963416,False,2023,2,February,1,Monday,1553.1360620012056,74.22902234962257,True,False
2023-02-28,4632.8965728805215,6453.330078119627,49.66811194627651,338.00038867058174,False,2023,2,February,1,Tuesday,1820.4335052391052,71.79078889190271,True,False
2023-03-01,4296.59204290259,5959.431853186144,49.7526457515417,342.5920275677761,False,2023,3,March,1,Wednesday,1662.8398102835536,72.09734331646843,False,False
2023-03-02,3917.0804629288864,6116.224268342865,49.81742308302809,348.27292067631384,False,2023,3,March,1,Thursday,2199.1438054139785,64.04409470730843,False,True
2023-03-03,4243.441266724595,6372.846340504544,49.8413066875808,345.86052458067337,False,2023,3,March,1,Friday,2129.405073779949,66.58627934827372,False,True
2023-03-04,4090.253191632136,6294.917737394566,49.683032707171925,343.08295500109466,False,2023,3,March,1,Saturday,2204.66454576243,64.97707138147719,True,False
2023-03-05,4191.45838022167,5763.843626299272,50.3669249201286,325.2736990320884,False,2023,3,March,1,Sunday,1572.3852460776016,72.71984897537608,True,False
2023-03-06,4712.305797636224,7009.376889638325,49.92234367988905,321.42380937065906,False,2023,3,March,1,Monday,2297.071092002101,67.2285978030691,False,False
2023-03-07,4851.760015080947,7139.480309545226,50.10575149050706,334.98911265486294,False,2023,3,March,1,Tuesday,2287.7202944642795,67.95676722568055,False,False
2023-03-08,4486.620296830714,6953.584487574557,49.8288945900759,343.996921085116,False,2023,3,March,1,Wednesday,2466.9641907438427,64.52241005840814,False,False
2023-03-09,4573.150086399249,7188.196747996559,49.45381900983544,326.6591894883509,False,2023,3,March,1,Thursday,2615.04666159731,63.62026870889203,True,False
2023-03-10,4365.119130524641,5690.574596404441,50.08101720751743,345.9775794857158,False,2023,3,March,1,Friday,1325.4554658797997,76.70787996141406,False,True
2023-03-11,4194.155612604447,6300.48562434407,49.42632350737407,351.7892511822927,False,2023,3,March,1,Saturday,2106.330011739623,66.56876727722225,True,True
2023-03-12,4514.074125364999,5938.493554846694,49.97940978617436,316.2551862138987,False,2023,3,March,1,Sunday,1424.4194294816944,76.0137917752027,False,False
2023-03-13,4867.934743456926,7129.85761598724,49.58950548835016,317.4461894430558,False,2023,3,March,1,Monday,2261.9228725303137,68.27534301023886,True,False
2023-03-14,4583.300840438906,6353.783291199665,50.596182799769245,327.89437411641995,False,2023,3,March,1,Tuesday,1770.482450760759,72.13498840583729,True,False
2023-03-15,4823.328246918983,6714.2319923853465,50.27340881665241,334.614190022838,False,2023,3,March,1,Wednesday,1890.903745466364,71.837378458015,True,False
2023-03-16,3857.29092108651,5422.91728667858,50.03172613738145,322.13149479349426,False,2023,3,March,1,Thursday,1565.6263655920702,71.12944411971692,False,False
2023-03-17,4465.384358798503,6637.292541705778,50.3791120032964,350.2830401830072,False,2023,3,March,1,Friday,2171.9081829072747,67.27719669940755,True,True
2023-03-18,4348.212836957448,6088.432792716524,49.74610520676028,336.3610029227768,False,2023,3,March,1,Saturday,1740.2199557590757,71.41760425045888,True,False
2023-03-19,3461.429608871226,5260.714347964104,50.16304381360103,330.5917057236111,False,2023,3,March,1,Sunday,1799.2847390928778,65.7977107274566,False,False
2023-03-20,4585.1172882016335,6517.094127405851,50.05994313011561,308.4613571419721,False,2023,3,March,1,Monday,1931.9768392042179,70.3552411330102,False,True
2023-03-21,4198.792235125915,5544.530171675928,50.0792060244001,310.26276275358737,False,2023,3,March,1,Tuesday,1345.7379365500128,75.72854877001704,False,True
2023-03-22,4471.704507943258,6864.63858656056,50.38170605003203,334.2151387542271,False,2023,3,March,1,Wednesday,2392.9340786173016,65.14114984433215,True,False
2023-03-23,3140.0263415551563,4351.220843983632,50.21974763083394,298.01106560767744,False,2023,3,March,1,Thursday,1211.194502428476,72.16426042582563,False,True
2023-03-24,4600.61294798991,6578.09470531055,50.08661709884751,345.18956114466107,False,2023,3,March,1,Friday,1977.48175732064,69.93838115884525,False,True
2023-03-25,4230.5715304464775,6369.688803003598,49.50353376913151,327.6276923344152,False,2023,3,March,1,Saturday,2139.1172725571205,66.41724048514851,True,False
2023-03-26,4289.940544986469,6004.787852877205,49.71198611141616,378.646394543921,False,2023,3,March,1,Sunday,1714.8473078907364,71.44200011880413,True,True
2023-03-27,4468.61334325573,5885.055171660677,49.96318731992128,364.6187437592417,False,2023,3,March,1,Monday,1416.441828404947,75.9315454640802,False,True
2023-03-28,4780.972021540609,6751.575447212821,50.028011712283,327.2782639612872,False,2023,3,March,1,Tuesday,1970.6034256722123,70.81268748191631,False,False
2023-03-29,4582.359041855306,7255.407505154898,49.66093888259783,328.4049449620303,False,2023,3,March,1,Wednesday,2673.048463299592,63.15784521544219,True,False
2023-03-30,4280.276846643439,6388.4001653719815,50.723503002673525,344.93372271003045,False,2023,3,March,1,Thursday,2108.1233187285425,67.00076288026658,True,False
2023-03-31,3545.309219187201,5323.082349821908,50.45491821657607,355.54758914877056,False,2023,3,March,1,Friday,1777.7731306347068,66.6025619405609,True,True
2023-04-01,4352.756269600221,6484.234183001057,50.18063549611775,305.42956413845974,False,2023,4,April,2,Saturday,2131.4779134008368,67.12830145788568,False,True
2023-04-02,4643.863206328802,6314.249849966162,50.021611058385126,303.2043680196797,False,2023,4,April,2,Sunday,1670.38664363736,73.54576262695225,False,True
2023-04-03,4426.428142287045,6309.874021653365,49.93633730902965,320.6694779166843,False,2023,4,April,2,Monday,1883.4458793663198,70.15081643622413,False,False
2023-04-04,4529.611737604339,6908.934976355858,49.71442446199333,338.74106374760794,False,2023,4,April,2,Tuesday,2379.323238751519,65.5616495611238,True,False
2023-04-05,4434.817995601644,5900.134499382647,50.02324415555566,337.45310385761394,False,2023,4,April,2,Wednesday,1465.3165037810031,75.16469321276786,False,False
2023-04-06,4089.534803245012,5657.281823617653,50.077325762042825,346.04657182475773,False,2023,4,April,2,Thursday,1567.7470203726407,72.28798088460589,False,True
2023-04-07,4575.671142478555,8429.911727828363,49.62747182735552,312.0045370745204,True,2023,4,April,2,Friday,3854.2405853498076,54.278992357341075,True,True
2023-04-08,4380.317240464475,6262.126399628574,50.10025292517347,295.2578420554669,False,2023,4,April,2,Saturday,1881.8091591640996,69.94935842758275,False,True
2023-04-09,4445.30111597173,7086.301728215477,49.95342228535257,342.87021292953216,False,2023,4,April,2,Sunday,2641.000612243747,62.730903741678205,False,False
2023-04-10,4513.444939550745,5958.879129737034,49.42765773263678,317.5770559055215,False,2023,4,April,2,Monday,1445.434190186289,75.74318661754637,True,False
2023-04-11,4304.973794938947,6266.364189885802,49.74188449676615,299.7226820341704,False,2023,4,April,2,Tuesday,1961.390394946855,68.69970631275105,True,True
2023-04-12,4421.395475550286,5985.726776272064,49.87591833997351,332.1759561893907,False,2023,4,April,2,Wednesday,1564.3313007217776,73.86564139674864,False,False
2023-04-13,4305.362090462103,6850.704917813083,50.56630629720205,341.89763532328016,False,2023,4,April,2,Thursday,2545.34282735098,62.84553403062765,True,False
2023-04-14,4130.751110657667,5510.385017253281,50.166965937360125,328.1691430181808,False,2023,4,April,2,Friday,1379.6339065956145,74.96302159874647,False,False
2023-04-15,4286.284999116442,6091.155175466629,49.59935552927004,323.13227420726264,False,2023,4,April,2,Saturday,1804.8701763501867,70.36900022479037,True,False
2023-04-16,4514.911383776284,6868.830394293376,50.14581088682529,327.6095665178114,False,2023,4,April,2,Sunday,2353.919010517092,65.7304246080566,False,False
2023-04-17,4926.811045738707,7446.216320959241,49.53580880331849,324.44125856398824,False,2023,4,April,2,Monday,2519.4052752205334,66.16529568004846,True,False
2023-04-18,4345.3661747674505,6200.049243157019,50.32480731616612,309.7792933208975,False,2023,4,April,2,Tuesday,1854.6830683895687,70.08599455179201,True,True
2023-04-19,4545.029901916595,6381.027684016136,49.85866260445464,319.2797898451435,False,2023,4,April,2,Wednesday,1835.997782099541,71.2272399836387,False,False
2023-04-20,4575.671142478555,9043.314794752518,49.97190914337825,337.8191985752072,True,2023,4,April,2,Thursday,4467.643652273962,50.597278169876816,False,False
2023-04-21,3894.241071513831,5371.260036433552,50.39773899426266,334.8251781206475,False,2023,4,April,2,Friday,1477.0189649197214,72.50144370406532,True,False
2023-04-22,4299.428927748859,5854.101919022226,49.61385092942473,332.5208970895023,False,2023,4,April,2,Saturday,1554.6729912733672,73.4430146113166,True,False
2023-04-23,4431.740582863135,6403.474746963776,49.5808645444661,315.0727727721993,False,2023,4,April,2,Sunday,1971.7341641006406,69.20837136063443,True,False
2023-04-24,5027.222515959476,6940.3829541867935,49.8249202020962,327.277452567965,False,2023,4,April,2,Monday,1913.1604382273172,72.4343678028141,False,False
2023-04-25,4522.58845710432,6269.386236492904,50.3115136553058,297.3440243033572,False,2023,4,April,2,Tuesday,1746.7977793885839,72.13765887925668,True,True
2023-04-26,4537.653418522037,6792.9888630467685,49.54419617735695,332.67714995828084,False,2023,4,April,2,Wednesday,2255.3354445247314,66.79907048289822,True,False
2023-04-27,4337.594830383966,6899.210036403756,49.15035332056683,351.4328656172035,False,2023,4,April,2,Thursday,2561.61520601979,62.870891123717065,True,True
2023-04-28,4026.922357305129,5964.239106086756,49.8646523424773,307.8880180193684,False,2023,4,April,2,Friday,1937.3167487816268,67.51778870158786,False,True
2023-04-29,4515.384093506696,5974.276879892236,50.16552223997328,321.2110849002337,False,2023,4,April,2,Saturday,1458.8927863855397,75.58042896713124,False,False
2023-04-30,4551.598323874146,6020.285696075547,50.36007852492165,334.936601680652,False,2023,4,April,2,Sunday,1468.6873722014006,75.60435756132311,True,False
2023-05-01,4673.7313483133385,7409.85971264109,49.86105159137438,348.79263951641224,False,2023,5,May,2,Monday,2736.128364327751,63.07449168491052,False,True
2023-05-02,4359.572221618108,6056.262089453565,49.8765720178652,323.27663075549776,False,2023,5,May,2,Tuesday,1696.6898678354564,71.98453695076887,False,False
2023-05-03,4355.708526853745,5782.726171806217,50.346170220276726,319.6162450610116,False,2023,5,May,2,Wednesday,1427.0176449524724,75.32275258147408,True,False
2023-05-04,4043.446617224888,5983.142045236381,49.43907749009137,300.46615286375874,False,2023,5,May,2,Thursday,1939.6954280114928,67.58065555946767,True,True
2023-05-05,4017.749129092417,5974.773168570722,49.88344376744509,331.5515719396216,False,2023,5,May,2,Friday,1957.024039478305,67.24521610673193,False,False
2023-05-06,4703.10089593245,7029.0262448672,50.05712716697752,360.63114060215617,False,2023,5,May,2,Saturday,2325.92534893475,66.90970743446563,False,True
2023-05-07,4180.757898700623,5770.368210339003,50.13476561638551,334.16037692947015,False,2023,5,May,2,Sunday,1589.6103116383802,72.45218582775686,False,False
2023-05-08,4379.387550787536,5713.056478723623,49.847057992042735,329.6658153122443,False,2023,5,May,2,Monday,1333.6689279360862,76.65577203896211,False,False
2023-05-09,4537.976457439716,7213.134502967197,50.01033230351175,334.8312346615048,False,2023,5,May,2,Tuesday,2675.1580455274807,62.91268318333692,False,False
2023-05-10,4332.55735767233,5958.427118303371,49.253501793976106,329.833619940771,False,2023,5,May,2,Wednesday,1625.8697606310407,72.71310484546133,True,False
2023-05-11,3199.82795455151,4808.726685273634,49.80252547629985,317.8047844160981,False,2023,5,May,2,Thursday,1608.8987307221237,66.54210488507788,False,False
2023-05-12,4228.157798626236,6392.9279167350805,50.13605261376634,342.3491987351656,False,2023,5,May,2,Friday,2164.770118108844,66.13804900815448,False,False
2023-05-13,4027.10235159845,5972.201748221973,49.7053117897236,333.38642284667634,False,2023,5,May,2,Saturday,1945.0993966235228,67.43078217003281,True,False
2023-05-14,4447.641822057872,6199.444372555965,50.01769526647688,330.26419877900486,False,2023,5,May,2,Sunday,1751.8025504980933,71.74258779943139,False,False
2023-05-15,4447.641822057872,5781.0031658000225,50.13406175024081,315.3695095908262,False,2023,5,May,2,Monday,1333.361343742151,76.9354676774748,False,False
2023-05-16,3625.06604581415,5362.561959044081,49.89723523974267,349.55261897902136,False,2023,5,May,2,Tuesday,1737.495913229931,67.59951816874386,False,True
2023-05-17,4249.214428557969,6628.046575981517,50.051139131298974,339.97054117999664,False,2023,5,May,2,Wednesday,2378.832147423548,64.1096042377874,False,False
2023-05-18,3840.258855329231,6083.047287769081,49.71118023041462,321.70618743949046,False,2023,5,May,2,Thursday,2242.7884324398497,63.13051129901083,True,False
2023-05-19,4348.83218635659,5791.651813537481,49.93801661609118,345.02737280522905,False,2023,5,May,2,Friday,1442.819627180891,75.08794254847251,False,True
2023-05-20,3964.620053624464,5338.157056425735,50.18306485087677,322.5364374242219,False,2023,5,May,2,Saturday,1373.5370028012712,74.26945314117549,False,False
2023-05-21,4369.198817417762,6918.280626037105,50.04709188829053,318.2699476123344,False,2023,5,May,2,Sunday,2549.081808619343,63.15440285804805,False,False
2023-05-22,4697.989906416812,7145.4573988730335,49.82404061913082,318.60445323779567,False,2023,5,May,2,Monday,2447.4674924562214,65.74792408891513,False,False
2023-05-23,4139.550734707915,6477.975276015281,50.06726492128724,303.43397170367865,False,2023,5,May,2,Tuesday,2338.424541307367,63.90192241138386,False,True
2023-05-24,4412.282012569283,6004.188314366541,50.21438293719098,337.0731357062731,False,2023,5,May,2,Wednesday,1591.9063017972576,73.48673595083255,False,False
2023-05-25,4292.575268382009,6337.024822409087,49.38501761642676,302.5328268249248,False,2023,5,May,2,Thursday,2044.4495540270782,67.73802200052202,True,True
2023-05-26,4311.160551701145,6511.326325417995,50.34772221948677,311.5733425310136,False,2023,5,May,2,Friday,2200.16577371685,66.21017495117464,True,True
2023-05-27,3931.670711141919,5913.364718577906,49.89912357839568,298.866179863822,False,2023,5,May,2,Saturday,1981.6940074359873,66.48787785386996,False,True
2023-05-28,4027.492412548962,5728.888487754048,50.12764697997207,328.7089546081366,False,2023,5,May,2,Sunday,1701.3960752050857,70.30146286069359,False,False
2023-05-29,4508.443923805677,5881.799202718378,50.35917407709357,327.74519309592193,False,2023,5,May,2,Monday,1373.3552789127016,76.65076226543094,True,False
2023-05-30,4487.564417419669,6618.60921179604,49.58849789083086,325.0995568022045,False,2023,5,May,2,Tuesday,2131.044794376371,67.80222662824225,True,False
2023-05-31,4392.208364563474,6043.373283173087,49.78716769927173,314.36133457994134,False,2023,5,May,2,Wednesday,1651.1649186096129,72.67809150219055,False,True
2023-06-01,4276.286072309119,6136.79668253552,49.913435391237286,312.4164936984504,False,2023,6,June,2,Thursday,1860.5106102264008,69.6827073394633,False,True
2023-06-02,3984.840741657884,6325.035316858483,49.76487394366267,336.9655479531986,False,2023,6,June,2,Friday,2340.1945752005995,63.001082872009526,False,False
2023-06-03,4191.222212756246,5950.3225826762855,50.520480972751045,321.7417210243727,False,2023,6,June,2,Saturday,1759.1003699200392,70.43689068149905,True,False
2023-06-04,4315.578785318061,6697.521420192586,49.742968371851966,334.7453748230422,False,2023,6,June,2,Sunday,2381.9426348745255,64.43546074084773,True,False
2023-06-05,4226.244939968154,5733.164056266492,49.83333596615394,316.7212697081367,False,2023,6,June,2,Monday,1506.919116298338,73.71575099702166,False,False
2023-06-06,4766.070272306578,7157.389550679821,50.06131670948089,332.71594114156625,False,2023,6,June,2,Tuesday,2391.319278373243,66.58950499423199,False,False
2023-06-07,4401.321849780585,7011.755021502672,49.63935514217717,349.54917055974096,False,2023,6,June,2,Wednesday,2610.4331717220875,62.77061643316437,True,True
2023-06-08,3932.888184870769,5232.974892094905,49.88129578647312,338.79248700589176,False,2023,6,June,2,Thursday,1300.0867072241363,75.15587722027698,False,False
2023-06-09,4216.0253302252,5491.356055445515,50.09523597837505,323.8137927267528,False,2023,6,June,2,Friday,1275.330725220315,76.77566866283183,False,False
2023-06-10,3547.3451024297456,5072.968971941604,49.90014187868525,333.85798455533893,False,2023,6,June,2,Saturday,1525.6238695118582,69.92641039300605,False,False
2023-06-11,3431.161749177568,4555.8541782643215,49.97198394233001,326.3900223820468,False,2023,6,June,2,Sunday,1124.6924290867537,75.31324785475823,False,False
2023-06-12,4563.910408685233,6957.751268246147,49.84120036626549,330.1182027704209,False,2023,6,June,2,Monday,2393.8408595609144,65.59461861642068,False,False
2023-06-13,4191.61019933114,6599.122711282169,49.54565890724577,325.11583421777243,False,2023,6,June,2,Tuesday,2407.5125119510285,63.517688376440816,True,False
2023-06-14,4461.826885298616,6381.33288433282,50.096477963401775,327.53497191171914,False,2023,6,June,2,Wednesday,1919.5059990342043,69.91998327266558,False,False
2023-06-15,4216.076511397605,5808.123888131884,50.52647992149417,333.18140029611266,False,2023,6,June,2,Thursday,1592.0473767342792,72.58930065201584,True,False
2023-06-16,4211.2831436218,6023.48669916811,50.00552048923503,315.0996195062708,False,2023,6,June,2,Friday,1812.2035555463099,69.91437607396745,False,False
2023-06-17,2639.789922021755,528.4989688613758,50.06757923517426,314.7618175951503,True,2023,6,June,2,Saturday,-2111.290953160379,499.4881877837999,False,True
2023-06-18,4132.974236423158,5384.092692313331,50.20781682653506,309.1718616925318,False,2023,6,June,2,Sunday,1251.1184558901732,76.76268728292237,False,True
2023-06-19,4143.016450841862,6118.5566587292615,49.61920085103599,305.9959334324444,False,2023,6,June,2,Monday,1975.5402078873994,67.71231651391308,True,True
2023-06-20,4143.016450841862,6092.016877342538,50.51075439743888,311.7407596166928,False,2023,6,June,2,Tuesday,1949.0004265006755,68.00730421891298,True,True
2023-06-21,4067.2237406756326,6065.477095955815,50.06069863892684,332.39193760206194,False,2023,6,June,2,Wednesday,1998.253355280182,67.0552979812169,False,False
2023-06-22,4079.180497624749,5599.110171507945,50.489557069726736,316.60818726762176,False,2023,6,June,2,Thursday,1519.9296738831958,72.85408525058811,True,False
2023-06-23,4076.038791469665,6172.002408803706,49.7800901013428,337.7042169634664,False,2023,6,June,2,Friday,2095.9636173340414,66.04078419761515,False,False
2023-06-24,4086.460730818336,5424.439266071614,50.54541857676735,330.52070623128844,False,2023,6,June,2,Saturday,1337.978535253278,75.33425171479072,True,False
2023-06-25,4575.671142478555,8654.579007084429,50.23254664821044,300.4724367984292,True,2023,6,June,2,Sunday,4078.9078646058733,52.8699447856796,False,True
2023-06-26,4256.934446717907,6654.614521003269,50.16591202575571,339.8246337633253,False,2023,6,June,2,Monday,2397.680074285362,63.969662454259165,False,False
2023-06-27,4568.3207258340335,6951.234227619521,50.07020733630594,342.16197968387564,False,2023,6,June,2,Tuesday,2382.913501785488,65.71956254448462,False,False
2023-06-28,4137.832891414738,5396.2458004888185,49.92544141457766,315.0920598774772,False,2023,6,June,2,Wednesday,1258.4129090740807,76.67984455118616,False,False
2023-06-29,4598.933063879205,6321.292721872171,50.36015949754216,336.30287314342485,False,2023,6,June,2,Thursday,1722.3596579929654,72.7530469830409,True,False
2023-06-30,4093.170815640786,5584.402767994562,50.04210796095441,317.152526438862,False,2023,6,June,2,Friday,1491.2319523537763,73.29648282354644,False,False
2023-07-01,3568.923538639472,4929.546723794417,49.40987908892385,331.46505565122504,False,2023,7,July,3,Saturday,1360.6231851549446,72.39861469235385,True,False
